TXNAME	GENEID	Bear_R1.sorted	CML10_R1.sorted	Chipie_R1.sorted	ChrystalPoumon_R1.sorted	ChrystalRate_R1.sorted	Popsi_R1.sorted	Twiny_R1.sorted	Vico_R1.sorted
ENSCAFT00805031613	ENSCAFG00805017441	0	0	0	0	0	0	0	0
ENSCAFT00805031614	ENSCAFG00805017444	6	5	1	0	0	5	1	0
ENSCAFT00805031615	ENSCAFG00805017436	0	0	0	0	0	0	0	0
ENSCAFT00805031616	ENSCAFG00805017445	0	0	0	0	0	0	0	0
ENSCAFT00805031617	ENSCAFG00805017443	0	0	0	0	0	0	0	0
ENSCAFT00805031618	ENSCAFG00805017430	0	0	0	0	0	0	0	0
ENSCAFT00805031619	ENSCAFG00805017446	0	0	0	0	0	0	0	0
ENSCAFT00805031620	ENSCAFG00805016684	0	0	0	0	0	0	0	0
ENSCAFT00805031621	ENSCAFG00805017448	3	1	0	0	0	0	0	0
ENSCAFT00805031622	ENSCAFG00805017442	0	0	0	0	0	0	0	0
ENSCAFT00805031623	ENSCAFG00805017404	0	0	0	0	0	0	0	0
ENSCAFT00805031624	ENSCAFG00805017437	135	319	547	608	229	377	342	298
ENSCAFT00805031625	ENSCAFG00805017430	0	0	0	0	0	0	0	0
ENSCAFT00805031626	ENSCAFG00805017447	26	59.25926	107.55499	22.90401	51.23559	24.80775	12.58675	6.5
ENSCAFT00805031627	ENSCAFG00805017382	12.5	47.34284	48.59811	0	18	159.11384	0	0.57143
ENSCAFT00805031628	ENSCAFG00805017449	0	0	0.5	0	0	0	0	0
ENSCAFT00805031629	ENSCAFG00805017450	0	0	0	0	0	0	0	0
ENSCAFT00805031630	ENSCAFG00805017447	10	20.74074	33.06624	50.38881	9.75916	24.80775	17.41325	6.5
ENSCAFT00805031631	ENSCAFG00805017430	0	0	0	0	0	0	0	0
ENSCAFT00805031632	ENSCAFG00805017452	0	0	0	0	0	0	0	0
ENSCAFT00805031633	ENSCAFG00805017440	12	20	3.5	0	0	5.4	1	0
ENSCAFT00805031634	ENSCAFG00805017408	0	0	0	4.30087	0	0	0	8.74015
ENSCAFT00805031635	ENSCAFG00805017442	55.02782	614.29433	83.14283	83.09702	0	218.38802	31.69536	0
ENSCAFT00805031636	ENSCAFG00805017451	584	1063	914	1172	396	611	1013	447
ENSCAFT00805031637	ENSCAFG00805017447	0	0	1.37877	4.70718	4.00525	1.38451	0	0
ENSCAFT00805031638	ENSCAFG00805017449	0	0	0.5	0	0	0	0	0
ENSCAFT00805031639	ENSCAFG00805017453	5	1	5	4	5	5	9	15
ENSCAFT00805031640	ENSCAFG00805017455	1	0	0	0	0	0	0	0
ENSCAFT00805031641	ENSCAFG00805017405	0	0	0	0.00001	0	0	0	0
ENSCAFT00805031642	ENSCAFG00805017457	0	0	0	0	0	0	0	0
ENSCAFT00805031643	ENSCAFG00805017456	49	282	73	282	187	54	44	129
ENSCAFT00805031644	ENSCAFG00805017458	0	0	0	0	0	0	0	0
ENSCAFT00805031645	ENSCAFG00805017303	0	0.00001	18.97655	36.83192	0	0	0	6.2256
ENSCAFT00805031646	ENSCAFG00805017408	0	0	0	0	0	0	0	0.00322
ENSCAFT00805031647	ENSCAFG00805017435	0	0	0	0	0	0	0	0
ENSCAFT00805031648	ENSCAFG00805017461	0	0	0	0	0	0	0	0
ENSCAFT00805031649	ENSCAFG00805017462	0	0	0	0	0	0	0	0
ENSCAFT00805031650	ENSCAFG00805017463	0	0	0	0	0	0	0	0
ENSCAFT00805031651	ENSCAFG00805017461	0	0	0	0	0	0	0	0
ENSCAFT00805031652	ENSCAFG00805017466	0	2	0	0	0	2	0	2
ENSCAFT00805031653	ENSCAFG00805017408	0	0	0	0	0	0	0	0
ENSCAFT00805031654	ENSCAFG00805017464	0	0	0	0	0	0	0	0
ENSCAFT00805031655	ENSCAFG00805017442	0	48.75352	16.62857	9.233	0	4.96336	0	0
ENSCAFT00805031656	ENSCAFG00805017459	0	0	0	0	0	0	0	0
ENSCAFT00805031657	ENSCAFG00805017382	0	0	0	0	0	2.79099	0	0.57143
ENSCAFT00805031658	ENSCAFG00805017424	118.32771	99.9748	67.26206	137.83041	130.69734	153.08405	295.73721	61.87612
ENSCAFT00805031659	ENSCAFG00805017471	0	0	0	0	0	0	0	0
ENSCAFT00805031660	ENSCAFG00805017470	0	0	0	0	0	0	0	0
ENSCAFT00805031661	ENSCAFG00805017473	0	0	0	0	0	0	0	0
ENSCAFT00805031662	ENSCAFG00805017408	12.12359	36.9571	24.9261	21.76855	18.67192	28.99217	39.3095	38.83537
ENSCAFT00805031663	ENSCAFG00805017469	0	0	0	0	0	0	0	0
ENSCAFT00805031664	ENSCAFG00805017467	67.78571	287.39043	307.56663	188.84701	143.37833	191.50493	129.36024	145.89565
ENSCAFT00805031665	ENSCAFG00805017439	67	61	41	162	43	189	86	60
ENSCAFT00805031666	ENSCAFG00805017435	0	0	0	0	0	0	0	0
ENSCAFT00805031667	ENSCAFG00805017465	99.69148	216	207.99999	473.52961	53.41461	215.99999	258.06889	40.23226
ENSCAFT00805031668	ENSCAFG00805017474	0	0	0	0	0	0	0	0
ENSCAFT00805031670	ENSCAFG00805017442	13.97218	85.95215	26.2286	23.66998	0	66.64862	14.30464	0
ENSCAFT00805031671	ENSCAFG00805017469	29	92.71758	26.81887	192.62374	104.25945	66.86734	88.84907	27.39352
ENSCAFT00805031672	ENSCAFG00805017470	0	0	0	0	0	0	0	0
ENSCAFT00805031673	ENSCAFG00805017477	0	0	0.33333	0	0.33333	0.33333	0.66667	0.33333
ENSCAFT00805031674	ENSCAFG00805017476	0	0	0	0	0	0	1	0
ENSCAFT00805031675	ENSCAFG00805017467	0	12.92743	9.38438	6.78817	2.41531	1.80289	3.89042	4.47273
ENSCAFT00805031676	ENSCAFG00805017439	0	0	0	0	0	0	0	0
ENSCAFT00805031677	ENSCAFG00805017479	0	0	0	0	0	0	0	0
ENSCAFT00805031678	ENSCAFG00805016684	0	0	0	0	0	0	0	0
ENSCAFT00805031679	ENSCAFG00805017424	0	6.32929	11.8792	8.25425	6.70123	4.98671	9.79452	6.64277
ENSCAFT00805031680	ENSCAFG00805017481	0	0	0	0	0	0	0	0
ENSCAFT00805031681	ENSCAFG00805017482	0	1	0	0	0	0	0	0
ENSCAFT00805031682	ENSCAFG00805017468	0	0	0	0	0	0	0	0
ENSCAFT00805031683	ENSCAFG00805017480	0	0	0	0	0	0	0	0
ENSCAFT00805031684	ENSCAFG00805017479	0	0	0	0	0	0	0	0
ENSCAFT00805031685	ENSCAFG00805017477	0	0	0.33333	0	0.33333	0.33333	0.66667	0.33333
ENSCAFT00805031686	ENSCAFG00805017467	0	7.45255	34.72526	12.33909	4.3448	0	0	6.63162
ENSCAFT00805031687	ENSCAFG00805017408	20.39638	2.72748	27.53861	19.99831	4.69253	9.78138	24.2205	22.35991
ENSCAFT00805031688	ENSCAFG00805017486	78	200	188	463.74421	292.98635	278	111	251.67391
ENSCAFT00805031689	ENSCAFG00805017488	0	0	0	0	0	0	0	0
ENSCAFT00805031690	ENSCAFG00805017489	0	0	1	0	0	0	0	0
ENSCAFT00805031691	ENSCAFG00805017485	0	2	29	0	0	1	0	0
ENSCAFT00805031692	ENSCAFG00805017477	0	0	0.33333	0	0.33333	0.33333	0.66667	0.33333
ENSCAFT00805031693	ENSCAFG00805017487	0	15.63322	0	37.72651	0	0	0	0
ENSCAFT00805031694	ENSCAFG00805017483	0	0	0	0.5	0	0	0	0.5
ENSCAFT00805031695	ENSCAFG00805017388	31.00618	28.82206	40.99198	27	4	9.73191	23	1.83333
ENSCAFT00805031696	ENSCAFG00805017484	228.9485	422.29844	1088.82206	279.7375	149.73099	190.51456	329.76944	224.49462
ENSCAFT00805031697	ENSCAFG00805017491	0	0	0	0	0	0	0	0
ENSCAFT00805031698	ENSCAFG00805017467	5.21429	238.48165	114.0973	24.67819	73.86156	89.69218	5.74934	0
ENSCAFT00805031699	ENSCAFG00805017492	0	0	0	0	0	0	0	0
ENSCAFT00805031700	ENSCAFG00805017487	32.71785	77.45441	48.21979	26.70991	27.38253	40.22372	24.39388	11.71831
ENSCAFT00805031701	ENSCAFG00805017474	0	3.08616	16.67095	32.86323	18.13124	4.45719	9.49063	9.69393
ENSCAFT00805031702	ENSCAFG00805017460	56.95868	87.42431	276.9245	77.96066	109.9365	224.51694	113.02427	47.62035
ENSCAFT00805031703	ENSCAFG00805017424	13.67229	13.69591	3.85874	4.91534	6.60143	19.92924	27.46827	9.4811
ENSCAFT00805031704	ENSCAFG00805017493	0	0	1	1	1	0	1	0
ENSCAFT00805031705	ENSCAFG00805017490	0	0	0	0	0	0	0	0
ENSCAFT00805031706	ENSCAFG00805017459	0	0	0	0	0	0	0	0
ENSCAFT00805031707	ENSCAFG00805017487	0	0	0	26.70991	27.38253	0	0	11.71831
ENSCAFT00805031708	ENSCAFG00805017494	0	0	0	0	0	0	0	0
ENSCAFT00805031709	ENSCAFG00805016684	0	0	0	0	0	0	0	0
ENSCAFT00805031710	ENSCAFG00805017435	0	0	0	0	0	0	0	0
ENSCAFT00805031711	ENSCAFG00805017382	6.25	0	0	0	0	0	0	0.57143
ENSCAFT00805031712	ENSCAFG00805017495	41	38	7	64	7	92	27	5
ENSCAFT00805031713	ENSCAFG00805017465	12.90688	0	0	84.12731	8.99295	0	0.67583	5.4421
ENSCAFT00805031714	ENSCAFG00805017467	15	119.74794	109.22644	67.34755	43	49	55	41
ENSCAFT00805031715	ENSCAFG00805017483	0	0	0	0.5	0	0	0	0.5
ENSCAFT00805031716	ENSCAFG00805017303	79.3541	200.38257	89.79201	230.81012	130.95378	62.96092	196.68707	146.13843
ENSCAFT00805031717	ENSCAFG00805017498	0	0	0	0	0	0	0	0
ENSCAFT00805031718	ENSCAFG00805017497	0	0	0	0	0	0	0	0
ENSCAFT00805031719	ENSCAFG00805017496	3	0	0.5	11.5	5.5	1	0	4.5
ENSCAFT00805031720	ENSCAFG00805017483	0	0	0	0	0	0	0	0
ENSCAFT00805031721	ENSCAFG00805017460	1.59273	0	6.27756	0	1.19306	2.46053	0	0
ENSCAFT00805031722	ENSCAFG00805017474	0	4.50855	1.40939	8.24468	0	0	3.6343	0
ENSCAFT00805031723	ENSCAFG00805017303	0	3.45834	8.82462	3.46835	1.87829	10.83602	11.09741	1.54357
ENSCAFT00805031724	ENSCAFG00805017497	5	0	1	6.86209	3	3.85714	0	2.57143
ENSCAFT00805031725	ENSCAFG00805017500	0	0	0	0	0	0	0	0
ENSCAFT00805031726	ENSCAFG00805017503	0	0	0	0	0	0	0	0
ENSCAFT00805031727	ENSCAFG00805017505	0	0	0	0	0	0	0	0
ENSCAFT00805031728	ENSCAFG00805017506	0	2	0	1	0	1	0	1
ENSCAFT00805031729	ENSCAFG00805017508	0	0	0	0	0	0	0	0
ENSCAFT00805031730	ENSCAFG00805017504	0	0	0	0	0.18036	0	0	0
ENSCAFT00805031731	ENSCAFG00805017468	0	0	0	0	0	0	0	0
ENSCAFT00805031732	ENSCAFG00805017499	121.6	427.10297	286.23684	469.93367	249.09091	348.95188	212.04649	140.61858
ENSCAFT00805031733	ENSCAFG00805017474	0	0	0	5.29199	13.34835	2.6475	3.67817	6.66943
ENSCAFT00805031734	ENSCAFG00805017496	3	0	0.5	11.5	5.5	1	0	4.5
ENSCAFT00805031735	ENSCAFG00805017502	69	172	356	134	69	192	71	23
ENSCAFT00805031736	ENSCAFG00805017510	0	0	0	0	0	0	0	0
ENSCAFT00805031737	ENSCAFG00805017512	0	5	0	0	0	1	0	0
ENSCAFT00805031738	ENSCAFG00805017465	0.63085	0	0.00001	17.98508	8.99295	0.00001	59.55943	5.4421
ENSCAFT00805031739	ENSCAFG00805017509	0	0	0	0	0	0	0.5	0
ENSCAFT00805031740	ENSCAFG00805017507	45.15625	209.75726	165.30602	391.84571	156.25535	142.69925	133.44814	222.93887
ENSCAFT00805031741	ENSCAFG00805017514	0	0	0	0	0	0	0	0
ENSCAFT00805031742	ENSCAFG00805017513	18	52	51	47	41.41176	63.45238	18	12.8
ENSCAFT00805031743	ENSCAFG00805017504	1.03322	0	0	0	0.18036	0	0	0
ENSCAFT00805031744	ENSCAFG00805017490	0	2.45364	0	0	0.40696	20.61679	0	0
ENSCAFT00805031745	ENSCAFG00805017507	0	1.01754	0	0	0	0	1.01679	0
ENSCAFT00805031746	ENSCAFG00805017303	0	0	0	1.84805	1.27182	0	2.26101	0
ENSCAFT00805031747	ENSCAFG00805017514	0	0	0	0	0	0	0	0
ENSCAFT00805031748	ENSCAFG00805017516	0	5	0	0	0	0	0	0
ENSCAFT00805031749	ENSCAFG00805017515	0	0	0	0	0.5	0	0	0
ENSCAFT00805031750	ENSCAFG00805017382	0	26.13929	0	0	0	16.83595	0	0.57143
ENSCAFT00805031751	ENSCAFG00805017520	0	0	0	0	0	6.4	0	0
ENSCAFT00805031752	ENSCAFG00805017388	0	0	0	0	4	0	0	0
ENSCAFT00805031753	ENSCAFG00805017518	62	208	112	95	60	130	155	40
ENSCAFT00805031754	ENSCAFG00805017521	0	0	0	0	0	0	0	0
ENSCAFT00805031755	ENSCAFG00805017519	0	0	0	0	0	0	0	0
ENSCAFT00805031756	ENSCAFG00805017459	0	0	1	0	0	0	0	0
ENSCAFT00805031757	ENSCAFG00805017523	0	1	0	0	0	0	0	0
ENSCAFT00805031758	ENSCAFG00805017499	6.4	28.37448	11.76316	24.06633	24.90909	26.90842	5.8873	8.33297
ENSCAFT00805031759	ENSCAFG00805017504	0	0	0	0	0.18036	0	0	0
ENSCAFT00805031760	ENSCAFG00805017522	43	314.00267	175.97843	597.17237	206	185	174.59176	143.61067
ENSCAFT00805031761	ENSCAFG00805017474	0	1.48594	0	2.72497	6.63461	0	0	1.53613
ENSCAFT00805031762	ENSCAFG00805017460	621.44859	342.57569	345.79794	446.03934	383.87044	1379.02252	184.97573	372.37965
ENSCAFT00805031763	ENSCAFG00805017501	0	0	0	0	0	0	0	0
ENSCAFT00805031764	ENSCAFG00805017518	0	0	0	0	0	0	0	0
ENSCAFT00805031765	ENSCAFG00805017400	7.5	282.81008	915.43294	96.77895	105.98274	54.06587	41.74246	101.94078
ENSCAFT00805031766	ENSCAFG00805017525	0	0	0	0	0	0	0	0
ENSCAFT00805031767	ENSCAFG00805017524	0	0	0	0	0	0	0	0
ENSCAFT00805031768	ENSCAFG00805017511	0.33333	0	1	2.5	9.5	0	0	0
ENSCAFT00805031769	ENSCAFG00805017526	28	0	0	0	0	0	0	1
ENSCAFT00805031770	ENSCAFG00805017499	4	31.52255	0	0	1	4.1397	1.06621	2.04845
ENSCAFT00805031771	ENSCAFG00805017522	0	15.99733	15.02157	12.82763	0	0	13.40824	4.38933
ENSCAFT00805031772	ENSCAFG00805017474	0	0	0	0	0	0	0	0
ENSCAFT00805031773	ENSCAFG00805016684	0	0	0	0	0	0	0	0
ENSCAFT00805031774	ENSCAFG00805017527	0	0	0	0	0	0	0	0
ENSCAFT00805031775	ENSCAFG00805017534	0	0	0	0	0	0	0	0
ENSCAFT00805031776	ENSCAFG00805017465	12.90688	0	0	84.12731	8.99295	0	0.67583	5.4421
ENSCAFT00805031777	ENSCAFG00805017504	0	0	0	0	0.18036	0	0	0
ENSCAFT00805031778	ENSCAFG00805017530	0	0	0	0	4	0	3	0
ENSCAFT00805031779	ENSCAFG00805017533	0	0	0	0	0	0	0	0
ENSCAFT00805031780	ENSCAFG00805017538	87.58784	178.48451	429.71512	302.97414	236.33077	101.78906	223.05263	269.79405
ENSCAFT00805031781	ENSCAFG00805017535	0	0	0	0	0	0	0	0
ENSCAFT00805031782	ENSCAFG00805017478	0	21.21537	43.13217	112.46985	0	5.72132	0	23
ENSCAFT00805031783	ENSCAFG00805017468	0	0	0	0	0	0	0	0
ENSCAFT00805031784	ENSCAFG00805017540	36	21.53617	38.04348	262.81633	122	80.29412	64.4	65
ENSCAFT00805031785	ENSCAFG00805017536	72.16	151.80853	49.15385	243.71617	20.71429	5.83333	64.5004	62.70926
ENSCAFT00805031786	ENSCAFG00805017515	0	0	0	0	0.5	0	0	0
ENSCAFT00805031787	ENSCAFG00805017543	0	0	0	0	0	0	0	0
ENSCAFT00805031788	ENSCAFG00805017542	0	0	0	0	0	0	0	0
ENSCAFT00805031789	ENSCAFG00805017541	0	0	0	0	0	0	0	0
ENSCAFT00805031790	ENSCAFG00805017544	0	0	0	0	0	0	0	0
ENSCAFT00805031791	ENSCAFG00805017490	0	2.45364	0	0	0.40696	2.24634	0	0
ENSCAFT00805031792	ENSCAFG00805016684	0	0	0	0	0	1	0	0
ENSCAFT00805031793	ENSCAFG00805017504	0	0	0	0	0.18036	0	0	0
ENSCAFT00805031794	ENSCAFG00805017537	0	0	0	0	0	0	0	0
ENSCAFT00805031795	ENSCAFG00805017501	2.85328	1.81626	4.47026	8.12168	7.19943	0	4.97525	0
ENSCAFT00805031796	ENSCAFG00805017547	1	11	8	9	2	4	0	0
ENSCAFT00805031797	ENSCAFG00805017524	1.5	0	0	0	0	6.77199	0	0
ENSCAFT00805031798	ENSCAFG00805017545	0	0	0	0	0	0	0	0
ENSCAFT00805031799	ENSCAFG00805017468	0	0	0	0	0	0	0	0
ENSCAFT00805031800	ENSCAFG00805017474	0	0	0	0	0	0	0	0
ENSCAFT00805031801	ENSCAFG00805017478	0	0	1.11349	0	0	0	0	0
ENSCAFT00805031802	ENSCAFG00805017548	4	0	4	0	0	0	0	0
ENSCAFT00805031804	ENSCAFG00805017532	0	76	282	0	0	113	0	0
ENSCAFT00805031805	ENSCAFG00805017551	0	0	2.06976	1.00747	0	1	0	0
ENSCAFT00805031806	ENSCAFG00805017546	0	8.45705	20.71988	19.3507	0	5.7184	1.26509	3.79933
ENSCAFT00805031807	ENSCAFG00805017504	2.06645	0	0	0	0.18036	0	0	0
ENSCAFT00805031808	ENSCAFG00805017533	0	0	0	0	0	0	0	0
ENSCAFT00805031809	ENSCAFG00805017459	0	0	1	0	0	0	0	0
ENSCAFT00805031810	ENSCAFG00805017552	79.02151	491.32644	809.03799	716.00278	361.73562	249.27607	51.35158	119.32139
ENSCAFT00805031811	ENSCAFG00805017382	0	0.00001	0	0	0	55.70537	0	0.57143
ENSCAFT00805031812	ENSCAFG00805017555	0	0	0	0	0	0	0	0
ENSCAFT00805031813	ENSCAFG00805017556	0	0	0	0	0	0	0	0
ENSCAFT00805031814	ENSCAFG00805017511	0.33333	0	0	2.5	9.5	6	3.59149	3
ENSCAFT00805031815	ENSCAFG00805017454	1.51885	4	1	3.9909	0	0	0	6
ENSCAFT00805031816	ENSCAFG00805017531	53.7037	63.83089	378.68849	258.81835	91.92597	175.40708	72.66846	178.83842
ENSCAFT00805031817	ENSCAFG00805017551	9.3	73.33906	16.13507	90.231	82.32129	59.22	77.69748	8.44828
ENSCAFT00805031818	ENSCAFG00805017554	0	18.99236	4.68155	3.58737	2.14286	0.00001	14.91764	0
ENSCAFT00805031819	ENSCAFG00805017539	22	4	47	0	2	38	0	1
ENSCAFT00805031820	ENSCAFG00805017559	0	0	0	0	0	0	0	0
ENSCAFT00805031821	ENSCAFG00805017531	0	1.82916	0	0	1.28729	0	0.78497	0
ENSCAFT00805031822	ENSCAFG00805017558	0	0	0	0	0	0	0	0
ENSCAFT00805031823	ENSCAFG00805017465	76.86391	0	0	0	118.59824	0	0	45.34921
ENSCAFT00805031824	ENSCAFG00805017550	11.4	7.2	13.68997	18	14	53.59837	7.42857	22.91086
ENSCAFT00805031825	ENSCAFG00805017557	0	5.38968	1.041	21.40022	4.22513	3.1472	0	6.13271
ENSCAFT00805031826	ENSCAFG00805017560	0	0	0	0	0	0	0	0
ENSCAFT00805031827	ENSCAFG00805017504	7.23257	0	0	0	0.18036	3.05435	1.09975	0
ENSCAFT00805031828	ENSCAFG00805017562	0	0	0	0	0	0	0	0
ENSCAFT00805031829	ENSCAFG00805017563	2	0	1	0	0	3	0	0
ENSCAFT00805031830	ENSCAFG00805017531	0	0	0	0	1.28729	0	0.78497	0
ENSCAFT00805031831	ENSCAFG00805017472	28.92243	228.45307	15.98078	15.42738	20	0	18.26786	10
ENSCAFT00805031832	ENSCAFG00805017400	7.5	0	26.87546	0	0	0	0	0
ENSCAFT00805031833	ENSCAFG00805017561	0	24.75701	0	0	0	4.0733	0	1
ENSCAFT00805031834	ENSCAFG00805017558	0	0	0	0	0	0	0	0
ENSCAFT00805031835	ENSCAFG00805017528	1.16233	0.66667	0	0	0	0.5	0	0
ENSCAFT00805031836	ENSCAFG00805017533	0	0	0	0	0	0	0	0
ENSCAFT00805031837	ENSCAFG00805017565	5	0	11	20	6	11	8	0
ENSCAFT00805031838	ENSCAFG00805017551	21.7	193.66094	43.79518	213.76153	194.67871	66.78	60.30252	26.55172
ENSCAFT00805031839	ENSCAFG00805017554	89.44483	0	4.68155	0.76227	2.14286	48.07588	90.1956	4
ENSCAFT00805031840	ENSCAFG00805017567	203	696	220	6	244	158	116	363
ENSCAFT00805031841	ENSCAFG00805017537	11.44699	30.7536	13.77321	22.21213	5.00628	14.32886	40.58625	10.61029
ENSCAFT00805031842	ENSCAFG00805017501	209.85812	225.41947	344.53899	899.87832	428.61163	103	267.4613	226
ENSCAFT00805031843	ENSCAFG00805017566	0	0	0	0	0	0	0	0
ENSCAFT00805031844	ENSCAFG00805017568	0	0	0	0	0	0	0	0
ENSCAFT00805031845	ENSCAFG00805017490	0	0.54636	0	0	0	0	0	0
ENSCAFT00805031846	ENSCAFG00805017558	15	6	2	9	9	12	9	0
ENSCAFT00805031847	ENSCAFG00805017504	7.23257	3.20776	0	1.21084	0	0	1.09975	0
ENSCAFT00805031848	ENSCAFG00805017571	0	0	0	0	0	0	0	0
ENSCAFT00805031849	ENSCAFG00805017531	4.2963	8.51078	18.91692	9.18165	19.49945	25.51002	5.1906	18.3424
ENSCAFT00805031850	ENSCAFG00805017557	36	276.91017	60.959	242.98087	112.77487	172.8528	77	106.86729
ENSCAFT00805031851	ENSCAFG00805017558	0	0	0	0	0.5	0	0	0
ENSCAFT00805031852	ENSCAFG00805017569	0	0	0	0	0	0	0	0
ENSCAFT00805031853	ENSCAFG00805017553	1.69895	59.90523	35.38233	15.90448	22.10866	17.79821	26.98183	15.39809
ENSCAFT00805031854	ENSCAFG00805017550	1.9	0	10.64775	0	0	3.3499	3.71429	1.97598
ENSCAFT00805031855	ENSCAFG00805017501	8.2886	7.76427	7.99075	0	12.18894	0	3.56344	0
ENSCAFT00805031856	ENSCAFG00805017572	52	5	16	73	99	45	58	86
ENSCAFT00805031857	ENSCAFG00805017531	0	1.82916	4.38474	0	0	0	1.57099	3.81918
ENSCAFT00805031858	ENSCAFG00805017564	0	0.5	0	0	0	3	0	0
ENSCAFT00805031859	ENSCAFG00805017511	0	0	0	0	0	0	0	0
ENSCAFT00805031860	ENSCAFG00805017517	0	0	0	0	0	1.5	0	0
ENSCAFT00805031861	ENSCAFG00805017570	1.44833	0	0	0	0	3.5239	4.07242	0
ENSCAFT00805031862	ENSCAFG00805017574	0	0	0	0	0	0	0	0
ENSCAFT00805031863	ENSCAFG00805017561	0	0	0	0	0	0	0	0
ENSCAFT00805031864	ENSCAFG00805017459	0	0	1	0	0	0	0	0
ENSCAFT00805031865	ENSCAFG00805017557	0	2.70015	0	2.61891	0	0	0	0
ENSCAFT00805031866	ENSCAFG00805017549	4168.95175	18836.14658	9908.4847	14841.85443	4141.49077	4300.44316	8836.16184	4198.97802
ENSCAFT00805031867	ENSCAFG00805017573	0	0	0	1	0	0	0	0
ENSCAFT00805031869	ENSCAFG00805017564	0	0.5	0	0	0	0	0	0
ENSCAFT00805031870	ENSCAFG00805017558	1.5	0	0	9	1.5	0	0	1.5
ENSCAFT00805031871	ENSCAFG00805017554	0	0	4.68155	0.76227	2.14286	0	0	0
ENSCAFT00805031872	ENSCAFG00805017382	0	0	0	0	0	37.53824	0	0.57143
ENSCAFT00805031873	ENSCAFG00805017576	50.84557	53.01434	19.50515	69.85313	48.478	6.77673	24.9171	10.10185
ENSCAFT00805031874	ENSCAFG00805017577	0	0	0	0	0	0	0	0
ENSCAFT00805031875	ENSCAFG00805017578	17	19	13	0	4	10	0	2
ENSCAFT00805031876	ENSCAFG00805017504	23.76417	14.96957	11.20518	16.95179	8.85209	20.36232	19.79552	6.1107
ENSCAFT00805031877	ENSCAFG00805017581	0	0	0	0	0	0	0	0
ENSCAFT00805031878	ENSCAFG00805017558	0	0	0	0	0	0	0	0
ENSCAFT00805031879	ENSCAFG00805017583	0	0	0	0	0	0	0	0
ENSCAFT00805031880	ENSCAFG00805017578	0	0	0	0	0	0	0	0
ENSCAFT00805031881	ENSCAFG00805017517	0	0	0	0	0	1.5	0	0
ENSCAFT00805031882	ENSCAFG00805017569	0	0	0	0	0	0	0	0
ENSCAFT00805031883	ENSCAFG00805017576	874.17484	2950.72973	6977.80597	3089.09356	997.42784	1357.53812	1313.08329	1821.55704
ENSCAFT00805031884	ENSCAFG00805017550	5.7	1.8	3.66228	0	0	13.05173	1.85714	1.97598
ENSCAFT00805031885	ENSCAFG00805017554	0	0	4.68155	0.76227	2.14286	0	0	0
ENSCAFT00805031886	ENSCAFG00805017586	0	0	0	0	0	0	0	0
ENSCAFT00805031887	ENSCAFG00805017580	1	0	1	0	0	0	0	1
ENSCAFT00805031888	ENSCAFG00805017561	0	0	0	0	0	0	0	0
ENSCAFT00805031889	ENSCAFG00805017585	0	0	0	0	0	0	0	0
ENSCAFT00805031890	ENSCAFG00805017549	34.90079	195.07856	157.31281	148.68283	54.45871	18.50307	79.61981	38.88708
ENSCAFT00805031891	ENSCAFG00805017558	0	0	0	0	0.5	0	0	0
ENSCAFT00805031892	ENSCAFG00805017504	709.67101	897.82267	971.79482	1976.83737	1036.88538	819.58333	1143.00498	323.8893
ENSCAFT00805031893	ENSCAFG00805017582	0	0	0	0	0	1	0	0
ENSCAFT00805031894	ENSCAFG00805017553	0	0	0	5.47971	0	0	0.00003	0
ENSCAFT00805031895	ENSCAFG00805017517	0	0	0	0	0	1.5	0	0
ENSCAFT00805031896	ENSCAFG00805017576	28.95394	30.52616	135.51672	33.90222	25.69992	16.5416	16.62657	20.94429
ENSCAFT00805031897	ENSCAFG00805017580	0	0	0	0	0	0	0	0
ENSCAFT00805031898	ENSCAFG00805017579	0	0	0	67.49001	1.61295	0	0	0
ENSCAFT00805031899	ENSCAFG00805017553	0	4.11411	0	0	0	0	2.35366	3.03423
ENSCAFT00805031900	ENSCAFG00805017589	0	0	0	0	0	0	0	0
ENSCAFT00805031901	ENSCAFG00805017558	22	35	35	28	9	10	25	4
ENSCAFT00805031902	ENSCAFG00805017549	28.14746	10.77486	3.20248	10.46275	1.05052	1.05377	6.21834	3.1349
ENSCAFT00805031903	ENSCAFG00805017588	0	0	0	0	0	0	0	0
ENSCAFT00805031904	ENSCAFG00805017554	0	17.60858	4.68155	0.76227	2.14286	34.97985	45.0978	0
ENSCAFT00805031905	ENSCAFG00805017579	0	4.76741	18.50552	13.08966	0	0	3.3888	7.37932
ENSCAFT00805031906	ENSCAFG00805017511	0	0	0	0	0	0	0	0
ENSCAFT00805031907	ENSCAFG00805017576	456.29284	636.04137	3349.60426	890.93624	495.74395	1000.87939	1011.00651	585.23478
ENSCAFT00805031908	ENSCAFG00805017472	0	14.37285	15.98078	15.42738	20	88.21086	36.53572	0
ENSCAFT00805031909	ENSCAFG00805017591	0	0	0	0	0	0	0	0
ENSCAFT00805031910	ENSCAFG00805017537	11.44699	30.7536	13.77321	22.21213	5.00628	14.32886	0	0
ENSCAFT00805031911	ENSCAFG00805017569	0	0	0	0	0	0	0	0
ENSCAFT00805031912	ENSCAFG00805017570	55.18284	66.22135	28.27646	69.83252	36.30383	58.64225	34.03714	12.64535
